expense_id,fund_code,expense_type,expense_category,vendor_name,expense_date,expense_amount,expense_currency,description,invoice_number,approval_status,payment_status,payment_date,allocated_to_investments,created_date,last_modified_date,fx_rate,fx_rate_as_of,fx_rate_source
ADMIN-EXP-834,ADMIN-FUND-003,Legal,Transaction,"Mendez, Blanchard and Williams",2022-09-18,70151.04,EUR,Total room hotel station. Able how recognize contain trial. Toward which character sit.,23086,APPROVED,UNPAID,2022-09-18,,2022-09-18,2022-09-18,1.0,2022-09-18,INTERNAL
ADMIN-EXP-835,ADMIN-FUND-003,Travel,Transaction,Lewis-Smith,2022-10-04,60740.4,EUR,Result share travel view investment water which. Really mission vote along sense language ability.,11412,PENDING,UNPAID,2022-10-04,,2022-10-04,2022-10-04,1.0,2022-10-04,INTERNAL
ADMIN-EXP-836,ADMIN-FUND-003,Legal,Transaction,Oliver and Sons,2024-10-30,106513.06,EUR,Against Democrat identify president. Stage along continue role statement.,18779,PAID,PAID,2024-10-30,,2024-10-30,2024-10-30,1.0,2024-10-30,INTERNAL
ADMIN-EXP-837,ADMIN-FUND-003,Other,Fund,"Patton, May and Ibarra",2022-03-28,92381.6,EUR,Commercial Mr wife effect staff. Few everything left.,54686,APPROVED,UNPAID,2022-03-28,,2022-03-28,2022-03-28,1.0,2022-03-28,INTERNAL
ADMIN-EXP-838,ADMIN-FUND-003,Legal,Fund,Moore Ltd,2021-05-08,31708.94,EUR,Street black real apply. Condition big once staff particular tree.,65501,PAID,PAID,2021-05-08,,2021-05-08,2021-05-08,1.0,2021-05-08,INTERNAL
ADMIN-EXP-839,ADMIN-FUND-003,Other,Transaction,White LLC,2022-09-22,93552.44,EUR,Professor something teach. Experience we speak seat remain man.,77423,APPROVED,PAID,2022-09-22,,2022-09-22,2022-09-22,1.0,2022-09-22,INTERNAL
ADMIN-EXP-840,ADMIN-FUND-003,Other,Fund,"Gomez, Jones and Weber",2023-03-17,15224.71,EUR,Fear arm property father. Card store fire knowledge sport best right.,46675,APPROVED,UNPAID,2023-03-17,,2023-03-17,2023-03-17,1.0,2023-03-17,INTERNAL
ADMIN-EXP-841,ADMIN-FUND-003,Other,Fund,"Cox, Parker and Rangel",2023-12-29,98561.57,EUR,Loss sport among bed rule and debate government. Ground official Republican people our firm if.,93761,PENDING,PAID,2023-12-29,,2023-12-29,2023-12-29,1.0,2023-12-29,INTERNAL
ADMIN-EXP-842,ADMIN-FUND-003,Travel,Fund,"Scott, Gomez and Miles",2025-07-24,31990.42,EUR,Reality card fill believe administration. Message firm per student free maybe share.,86040,PENDING,UNPAID,2025-07-24,,2025-07-24,2025-07-24,1.0,2025-07-24,INTERNAL
ADMIN-EXP-843,ADMIN-FUND-003,Other,Transaction,Jimenez Inc,2023-12-11,113740.2,EUR,Front of offer suddenly scientist now. Tree audience reason book.,54601,APPROVED,PAID,2023-12-11,,2023-12-11,2023-12-11,1.0,2023-12-11,INTERNAL
ADMIN-EXP-844,ADMIN-FUND-003,Audit,Fund,Morrow Ltd,2024-02-13,72950.58,EUR,For once however leave because professional. Bring sound speak avoid.,67512,PAID,PAID,2024-02-13,,2024-02-13,2024-02-13,1.0,2024-02-13,INTERNAL
ADMIN-EXP-845,ADMIN-FUND-003,Legal,Fund,Smith-Cruz,2021-01-30,113368.43,EUR,Industry both capital gas world. Other example value head people.,60727,APPROVED,UNPAID,2021-01-30,,2021-01-30,2021-01-30,1.0,2021-01-30,INTERNAL
ADMIN-EXP-846,ADMIN-FUND-003,Audit,Fund,"Bailey, Richardson and Thomas",2021-01-27,62650.59,EUR,This happy person space add approach. Price example least trial his myself day.,69639,PAID,UNPAID,2021-01-27,,2021-01-27,2021-01-27,1.0,2021-01-27,INTERNAL
ADMIN-EXP-847,ADMIN-FUND-003,Audit,Transaction,"Price, Myers and Thomas",2021-03-24,55641.37,EUR,Range skill book power. Mention national radio might reach trip.,25383,APPROVED,PAID,2021-03-24,,2021-03-24,2021-03-24,1.0,2021-03-24,INTERNAL
ADMIN-EXP-848,ADMIN-FUND-003,Other,Transaction,Wilson-Rodriguez,2025-07-11,53506.18,EUR,Heavy meeting book. Account upon without worker. Build drive side pay probably worry people.,68926,PENDING,UNPAID,2025-07-11,,2025-07-11,2025-07-11,1.0,2025-07-11,INTERNAL
ADMIN-EXP-849,ADMIN-FUND-003,Audit,Transaction,"Hunt, Holmes and Edwards",2022-01-13,48427.76,EUR,Support outside particularly lot. Consider piece soldier. Great speak tree success carry.,29642,PAID,UNPAID,2022-01-13,,2022-01-13,2022-01-13,1.0,2022-01-13,INTERNAL
ADMIN-EXP-850,ADMIN-FUND-003,Travel,Transaction,"Rodriguez, Burke and Sandoval",2024-12-17,82598.06,EUR,Table call then real play study. Somebody school day executive man.,37536,PENDING,UNPAID,2024-12-17,,2024-12-17,2024-12-17,1.0,2024-12-17,INTERNAL
ADMIN-EXP-851,ADMIN-FUND-003,Legal,Fund,"Scott, Mccarty and Cook",2024-04-22,72282.72,EUR,Phone image national consumer medical police hope. Land left though around.,89803,PAID,UNPAID,2024-04-22,,2024-04-22,2024-04-22,1.0,2024-04-22,INTERNAL
ADMIN-EXP-852,ADMIN-FUND-003,Legal,Transaction,"Wallace, Morgan and Kirk",2021-12-31,75482.92,EUR,Live interview we young anyone whole list yes.,95769,APPROVED,PAID,2021-12-31,,2021-12-31,2021-12-31,1.0,2021-12-31,INTERNAL
ADMIN-EXP-853,ADMIN-FUND-003,Other,Transaction,"Acosta, Brown and Cox",2023-11-25,46597.58,EUR,Director air method present. Organization course avoid its per.,28425,PAID,UNPAID,2023-11-25,,2023-11-25,2023-11-25,1.0,2023-11-25,INTERNAL
ADMIN-EXP-854,ADMIN-FUND-003,Travel,Transaction,Glover-Strong,2025-04-21,38529.72,EUR,Tax should himself level price night article. Into upon response.,16364,APPROVED,UNPAID,2025-04-21,,2025-04-21,2025-04-21,1.0,2025-04-21,INTERNAL
ADMIN-EXP-855,ADMIN-FUND-003,Audit,Transaction,Harris-Black,2020-12-24,67391.97,EUR,Fly big couple chair fact. Go prove choose face. At use bad these.,82834,PENDING,UNPAID,2020-12-24,,2020-12-24,2020-12-24,1.0,2020-12-24,INTERNAL
ADMIN-EXP-856,ADMIN-FUND-003,Other,Transaction,"Santos, Jensen and French",2022-10-31,38826.61,EUR,Station turn all your us news. Style your medical.,25263,PAID,PAID,2022-10-31,,2022-10-31,2022-10-31,1.0,2022-10-31,INTERNAL
ADMIN-EXP-857,ADMIN-FUND-003,Travel,Transaction,"Anderson, Sullivan and Anderson",2024-05-17,49292.04,EUR,Quite forward when beat nothing gun rather. I together moment very.,50765,APPROVED,PAID,2024-05-17,,2024-05-17,2024-05-17,1.0,2024-05-17,INTERNAL
ADMIN-EXP-858,ADMIN-FUND-003,Travel,Transaction,"Delgado, Sellers and May",2023-12-30,55305.42,EUR,Final leader knowledge civil. Hard walk involve often right couple subject.,49673,APPROVED,UNPAID,2023-12-30,,2023-12-30,2023-12-30,1.0,2023-12-30,INTERNAL
ADMIN-EXP-859,ADMIN-FUND-003,Legal,Transaction,West Group,2023-12-11,69998.8,EUR,Professor manager type. That list dinner leader performance strategy.,65610,PAID,UNPAID,2023-12-11,,2023-12-11,2023-12-11,1.0,2023-12-11,INTERNAL
ADMIN-EXP-860,ADMIN-FUND-003,Audit,Transaction,Schwartz Group,2025-07-02,55790.96,EUR,Owner public history piece. Local enter model than. Color my scene fact hour.,71140,PENDING,PAID,2025-07-02,,2025-07-02,2025-07-02,1.0,2025-07-02,INTERNAL
ADMIN-EXP-861,ADMIN-FUND-003,Legal,Transaction,Riggs Inc,2021-06-09,31397.44,EUR,"Interesting produce result hit. Successful main apply determine key.
With third entire by car.",99252,PAID,UNPAID,2021-06-09,,2021-06-09,2021-06-09,1.0,2021-06-09,INTERNAL
ADMIN-EXP-862,ADMIN-FUND-003,Audit,Fund,"Saunders, Barnes and Buckley",2024-05-24,96809.38,EUR,Project benefit marriage may medical activity special. Character artist forget adult sense.,40121,PAID,UNPAID,2024-05-24,,2024-05-24,2024-05-24,1.0,2024-05-24,INTERNAL
ADMIN-EXP-863,ADMIN-FUND-003,Other,Transaction,Mosley-French,2025-07-02,43521.18,EUR,Network red relate decade never bed. Successful field why.,81152,APPROVED,PAID,2025-07-02,,2025-07-02,2025-07-02,1.0,2025-07-02,INTERNAL
ADMIN-EXP-864,ADMIN-FUND-003,Audit,Transaction,Smith-Nielsen,2025-09-26,28461.59,EUR,Agree as itself rather. Of sea tax society. More dark chance recent.,41183,PAID,PAID,2025-09-26,,2025-09-26,2025-09-26,1.0,2025-09-26,INTERNAL
ADMIN-EXP-865,ADMIN-FUND-003,Legal,Transaction,"Wilcox, Hughes and Davis",2023-08-01,19183.15,EUR,Guess research career hear face tend. Speak college game term author.,21524,PENDING,UNPAID,2023-08-01,,2023-08-01,2023-08-01,1.0,2023-08-01,INTERNAL
ADMIN-EXP-866,ADMIN-FUND-003,Travel,Fund,Roman Ltd,2022-10-02,32067.44,EUR,Back provide record manage. Recent than inside response per.,95607,PAID,UNPAID,2022-10-02,,2022-10-02,2022-10-02,1.0,2022-10-02,INTERNAL
ADMIN-EXP-867,ADMIN-FUND-003,Other,Fund,Clark PLC,2021-09-24,90258.21,EUR,Might power bar population no. State again adult serve tough check.,94641,PENDING,UNPAID,2021-09-24,,2021-09-24,2021-09-24,1.0,2021-09-24,INTERNAL
ADMIN-EXP-868,ADMIN-FUND-003,Travel,Transaction,"Bean, Watkins and Mason",2023-02-13,43992.41,EUR,Voice coach degree. Thus trip individual help go friend.,93277,PENDING,PAID,2023-02-13,,2023-02-13,2023-02-13,1.0,2023-02-13,INTERNAL
ADMIN-EXP-869,ADMIN-FUND-003,Audit,Transaction,Ferguson-Warner,2022-04-13,76549.3,EUR,Mouth many follow security. I weight it degree its recently. Play treat ok.,70612,PAID,UNPAID,2022-04-13,,2022-04-13,2022-04-13,1.0,2022-04-13,INTERNAL
ADMIN-EXP-870,ADMIN-FUND-003,Other,Transaction,Morgan-Clarke,2024-11-20,61941.01,EUR,Deal spring want fact thousand. Second word like care range.,54244,PENDING,UNPAID,2024-11-20,,2024-11-20,2024-11-20,1.0,2024-11-20,INTERNAL
ADMIN-EXP-871,ADMIN-FUND-003,Legal,Fund,Coffey-Hernandez,2024-07-24,75624.05,EUR,Debate base knowledge whatever. Summer phone from listen reach example cell.,84888,APPROVED,PAID,2024-07-24,,2024-07-24,2024-07-24,1.0,2024-07-24,INTERNAL
ADMIN-EXP-872,ADMIN-FUND-003,Legal,Transaction,"Thompson, Martin and Perez",2024-04-18,26821.82,EUR,Bag meeting begin. Just respond reveal blue treat start read.,71721,PAID,UNPAID,2024-04-18,,2024-04-18,2024-04-18,1.0,2024-04-18,INTERNAL
ADMIN-EXP-873,ADMIN-FUND-003,Legal,Fund,Nelson PLC,2025-07-12,71048.13,EUR,Do land bit something south I. Service fish evidence whole study experience leave.,11243,PAID,PAID,2025-07-12,,2025-07-12,2025-07-12,1.0,2025-07-12,INTERNAL
ADMIN-EXP-874,ADMIN-FUND-003,Audit,Transaction,Nelson-Salinas,2023-06-18,37091.17,EUR,Keep operation option later reduce. Even billion story.,64421,APPROVED,UNPAID,2023-06-18,,2023-06-18,2023-06-18,1.0,2023-06-18,INTERNAL
ADMIN-EXP-875,ADMIN-FUND-003,Other,Transaction,Trujillo Ltd,2024-11-14,83738.0,EUR,Resource religious end house. Themselves unit in those road. Certain popular same against.,28143,APPROVED,UNPAID,2024-11-14,,2024-11-14,2024-11-14,1.0,2024-11-14,INTERNAL
ADMIN-EXP-876,ADMIN-FUND-003,Travel,Fund,Mendoza-White,2024-05-06,36368.09,EUR,Mouth now chance field.,88590,APPROVED,PAID,2024-05-06,,2024-05-06,2024-05-06,1.0,2024-05-06,INTERNAL
ADMIN-EXP-877,ADMIN-FUND-003,Legal,Transaction,"Arnold, Phillips and Johnson",2022-06-22,106580.97,EUR,Collection TV ready door suddenly.,92513,APPROVED,PAID,2022-06-22,,2022-06-22,2022-06-22,1.0,2022-06-22,INTERNAL
ADMIN-EXP-878,ADMIN-FUND-003,Audit,Fund,Williams-Burton,2022-01-02,60961.81,EUR,Sister term account read. Card campaign this environment skill or detail.,24251,PAID,PAID,2022-01-02,,2022-01-02,2022-01-02,1.0,2022-01-02,INTERNAL
ADMIN-EXP-879,ADMIN-FUND-003,Other,Transaction,White Ltd,2025-02-10,74154.81,EUR,Describe officer radio unit. Fire thought medical build wonder manager first.,18017,PAID,UNPAID,2025-02-10,,2025-02-10,2025-02-10,1.0,2025-02-10,INTERNAL
ADMIN-EXP-880,ADMIN-FUND-003,Audit,Transaction,"Thomas, Davis and Murphy",2023-04-30,108894.64,EUR,Again blood spring section stuff. Blue everybody TV rule. Real yourself bad factor want ability.,39443,PAID,PAID,2023-04-30,,2023-04-30,2023-04-30,1.0,2023-04-30,INTERNAL
ADMIN-EXP-881,ADMIN-FUND-003,Travel,Transaction,"Mcpherson, Bishop and Anderson",2024-02-05,73033.92,EUR,Sea point her. Reach less respond they international watch.,46330,PENDING,PAID,2024-02-05,,2024-02-05,2024-02-05,1.0,2024-02-05,INTERNAL
ADMIN-EXP-882,ADMIN-FUND-003,Travel,Transaction,Salinas-Wright,2021-08-31,31737.46,EUR,Sign on south leader culture. News term meeting who style still.,71447,PAID,PAID,2021-08-31,,2021-08-31,2021-08-31,1.0,2021-08-31,INTERNAL
ADMIN-EXP-883,ADMIN-FUND-003,Other,Fund,"Douglas, Flores and Brown",2023-12-09,39097.71,EUR,Sell you player feeling that. Rule some sense admit head floor establish.,76970,APPROVED,PAID,2023-12-09,,2023-12-09,2023-12-09,1.0,2023-12-09,INTERNAL
ADMIN-EXP-884,ADMIN-FUND-003,Legal,Transaction,Gilbert-Flores,2024-06-06,37530.06,EUR,Nothing social fight. Mother purpose report attack its national. Media truth add return.,54615,APPROVED,PAID,2024-06-06,,2024-06-06,2024-06-06,1.0,2024-06-06,INTERNAL
ADMIN-EXP-885,ADMIN-FUND-003,Travel,Fund,"Hess, Harris and Carpenter",2025-07-12,56595.77,EUR,Give state actually program.,23299,APPROVED,PAID,2025-07-12,,2025-07-12,2025-07-12,1.0,2025-07-12,INTERNAL
ADMIN-EXP-886,ADMIN-FUND-003,Other,Transaction,Butler-Long,2024-03-02,16449.59,EUR,Heavy whole protect he later hospital investment. Data heart these. Thing candidate sister if.,84718,PAID,UNPAID,2024-03-02,,2024-03-02,2024-03-02,1.0,2024-03-02,INTERNAL
ADMIN-EXP-887,ADMIN-FUND-003,Legal,Transaction,Leach-Jimenez,2024-06-07,26318.18,EUR,Effort trip relationship sport fund. Company ready organization beautiful involve Mrs training.,63807,APPROVED,PAID,2024-06-07,,2024-06-07,2024-06-07,1.0,2024-06-07,INTERNAL
ADMIN-EXP-888,ADMIN-FUND-003,Audit,Transaction,"Wilson, Long and Butler",2022-01-18,38030.37,EUR,Future station positive. Mouth foreign out. Myself history however I consumer.,27225,APPROVED,PAID,2022-01-18,,2022-01-18,2022-01-18,1.0,2022-01-18,INTERNAL
ADMIN-EXP-889,ADMIN-FUND-003,Other,Fund,Lee-Walls,2023-03-30,45551.8,EUR,Speak site value fact middle after no accept. Thus yet quite mission represent growth remain.,47901,APPROVED,PAID,2023-03-30,,2023-03-30,2023-03-30,1.0,2023-03-30,INTERNAL
ADMIN-EXP-890,ADMIN-FUND-003,Other,Transaction,Avila-Poole,2024-01-19,81050.18,EUR,Skin must security sing age teacher. Trade dark artist by second follow.,65053,PAID,UNPAID,2024-01-19,,2024-01-19,2024-01-19,1.0,2024-01-19,INTERNAL
ADMIN-EXP-891,ADMIN-FUND-003,Legal,Transaction,"Graham, Koch and Mcpherson",2023-03-25,33270.46,EUR,Senior cup the strong how. Economic number plant language rule plan art boy.,38281,PAID,UNPAID,2023-03-25,,2023-03-25,2023-03-25,1.0,2023-03-25,INTERNAL
ADMIN-EXP-892,ADMIN-FUND-003,Legal,Fund,"Morris, Lopez and Farrell",2025-09-04,25216.14,EUR,Dream when because someone admit. Maintain pay star despite movement able.,20308,PENDING,UNPAID,2025-09-04,,2025-09-04,2025-09-04,1.0,2025-09-04,INTERNAL
ADMIN-EXP-893,ADMIN-FUND-003,Legal,Fund,Woods Inc,2021-09-14,87553.67,EUR,Seek pull such. Defense conference again three.,88629,APPROVED,UNPAID,2021-09-14,,2021-09-14,2021-09-14,1.0,2021-09-14,INTERNAL
ADMIN-EXP-894,ADMIN-FUND-003,Legal,Fund,"Rose, Smith and Taylor",2021-02-24,18112.2,EUR,Her understand lot usually human campaign. Approach ago major line drive.,61214,PAID,PAID,2021-02-24,,2021-02-24,2021-02-24,1.0,2021-02-24,INTERNAL
ADMIN-EXP-895,ADMIN-FUND-003,Travel,Fund,Jackson-Williams,2023-08-25,55048.89,EUR,Tax and simply rather lay. Possible enough memory memory according build set international.,76618,PENDING,UNPAID,2023-08-25,,2023-08-25,2023-08-25,1.0,2023-08-25,INTERNAL
ADMIN-EXP-896,ADMIN-FUND-003,Audit,Transaction,"Lawrence, Harrell and Miranda",2025-04-25,107382.08,EUR,His run artist billion. Too put several who side response air.,15996,PENDING,PAID,2025-04-25,,2025-04-25,2025-04-25,1.0,2025-04-25,INTERNAL
ADMIN-EXP-897,ADMIN-FUND-003,Other,Transaction,Simmons Inc,2022-02-08,113611.81,EUR,Tend book put coach. No bank they lot official medical.,82981,PAID,PAID,2022-02-08,,2022-02-08,2022-02-08,1.0,2022-02-08,INTERNAL
ADMIN-EXP-898,ADMIN-FUND-003,Audit,Transaction,"Welch, Dixon and Moon",2025-01-21,57137.94,EUR,International gas hospital season. Walk me audience environmental trade kid letter.,38039,APPROVED,UNPAID,2025-01-21,,2025-01-21,2025-01-21,1.0,2025-01-21,INTERNAL
ADMIN-EXP-899,ADMIN-FUND-003,Other,Transaction,Davis Ltd,2021-11-13,93745.9,EUR,Not next rather exactly. Already candidate political start property. Four new run second let.,12415,PAID,PAID,2021-11-13,,2021-11-13,2021-11-13,1.0,2021-11-13,INTERNAL
ADMIN-EXP-900,ADMIN-FUND-003,Other,Transaction,Price-Mcdonald,2025-04-03,83037.0,EUR,Minute over federal. No which should certainly minute.,73049,APPROVED,PAID,2025-04-03,,2025-04-03,2025-04-03,1.0,2025-04-03,INTERNAL
ADMIN-EXP-901,ADMIN-FUND-003,Other,Fund,Miller-Jackson,2021-02-07,51403.38,EUR,Push member agree build. Heavy writer interview. Charge yard pick size the good.,81762,PENDING,PAID,2021-02-07,,2021-02-07,2021-02-07,1.0,2021-02-07,INTERNAL
ADMIN-EXP-902,ADMIN-FUND-003,Legal,Fund,Keith-Spears,2025-09-28,40547.83,EUR,Positive author put then news table recent. Pay read responsibility line star ball.,17546,APPROVED,UNPAID,2025-09-28,,2025-09-28,2025-09-28,1.0,2025-09-28,INTERNAL
ADMIN-EXP-903,ADMIN-FUND-003,Legal,Fund,Poole LLC,2021-01-10,50228.29,EUR,Small sense and pretty. Middle sound although area top TV. Value yes then unit few suggest open.,96415,PENDING,PAID,2021-01-10,,2021-01-10,2021-01-10,1.0,2021-01-10,INTERNAL
ADMIN-EXP-904,ADMIN-FUND-003,Audit,Fund,"Lee, Duke and Henderson",2021-03-07,106588.49,EUR,Rich today line yourself. Hour adult have imagine.,92448,APPROVED,PAID,2021-03-07,,2021-03-07,2021-03-07,1.0,2021-03-07,INTERNAL
ADMIN-EXP-905,ADMIN-FUND-003,Legal,Transaction,Johnson Ltd,2023-12-04,54540.41,EUR,Nothing small chance seven network. Poor different consumer record.,15694,PAID,PAID,2023-12-04,,2023-12-04,2023-12-04,1.0,2023-12-04,INTERNAL
ADMIN-EXP-906,ADMIN-FUND-003,Travel,Fund,"Williams, Woods and Hogan",2021-01-17,72197.19,EUR,On we everyone black real. Line necessary method inside.,73936,PAID,UNPAID,2021-01-17,,2021-01-17,2021-01-17,1.0,2021-01-17,INTERNAL
ADMIN-EXP-907,ADMIN-FUND-003,Audit,Transaction,Harris-Thomas,2021-06-27,77774.28,EUR,Notice live wear clear city. Fire authority power PM drug our under another.,14409,PAID,UNPAID,2021-06-27,,2021-06-27,2021-06-27,1.0,2021-06-27,INTERNAL
ADMIN-EXP-908,ADMIN-FUND-003,Travel,Transaction,Hawkins-Anderson,2021-04-30,22575.47,EUR,Herself call huge according result number outside. Born traditional family feel machine.,28420,PENDING,UNPAID,2021-04-30,,2021-04-30,2021-04-30,1.0,2021-04-30,INTERNAL
ADMIN-EXP-909,ADMIN-FUND-003,Audit,Transaction,Barnes-Bowers,2022-05-20,44560.33,EUR,Within through away prevent always write out. South wind per guy kid new benefit.,30354,APPROVED,PAID,2022-05-20,,2022-05-20,2022-05-20,1.0,2022-05-20,INTERNAL
ADMIN-EXP-910,ADMIN-FUND-003,Audit,Fund,"Anderson, Nichols and Cruz",2024-11-30,39391.92,EUR,Rather game under. Stock imagine practice here teacher edge sea.,81331,PENDING,PAID,2024-11-30,,2024-11-30,2024-11-30,1.0,2024-11-30,INTERNAL
ADMIN-EXP-911,ADMIN-FUND-003,Legal,Fund,"Patterson, Jackson and Kaufman",2021-10-01,101116.35,EUR,Sister or figure bank team consider. Reduce recently concern idea return memory above.,40763,PENDING,PAID,2021-10-01,,2021-10-01,2021-10-01,1.0,2021-10-01,INTERNAL
ADMIN-EXP-912,ADMIN-FUND-003,Audit,Fund,"Bowers, Ford and Perkins",2024-02-17,36922.09,EUR,Life culture doctor indeed blood development. Real chance force international American play.,19656,APPROVED,PAID,2024-02-17,,2024-02-17,2024-02-17,1.0,2024-02-17,INTERNAL
ADMIN-EXP-913,ADMIN-FUND-003,Travel,Transaction,"Hampton, Fleming and Cervantes",2021-11-29,82189.71,EUR,Will as theory wall. Age record blue step rise gas.,92745,PAID,PAID,2021-11-29,,2021-11-29,2021-11-29,1.0,2021-11-29,INTERNAL
ADMIN-EXP-914,ADMIN-FUND-003,Legal,Fund,Sanchez-Smith,2024-05-02,81239.33,EUR,Feeling test pass pay. Government share radio walk. Live add similar sport sure.,63577,APPROVED,UNPAID,2024-05-02,,2024-05-02,2024-05-02,1.0,2024-05-02,INTERNAL
ADMIN-EXP-915,ADMIN-FUND-003,Legal,Transaction,Shea-Hamilton,2024-04-21,86850.1,EUR,Author surface report billion almost common seven. Again deal region give no.,13581,APPROVED,PAID,2024-04-21,,2024-04-21,2024-04-21,1.0,2024-04-21,INTERNAL
ADMIN-EXP-916,ADMIN-FUND-003,Other,Transaction,Francis LLC,2021-01-01,40112.84,EUR,Age ball bit drug why treatment. Manage know song must probably size program modern.,92232,PAID,UNPAID,2021-01-01,,2021-01-01,2021-01-01,1.0,2021-01-01,INTERNAL
ADMIN-EXP-917,ADMIN-FUND-003,Travel,Fund,Olsen Ltd,2025-10-16,75131.57,EUR,War now key director nothing. Forget difference subject.,39983,PENDING,UNPAID,2025-10-16,,2025-10-16,2025-10-16,1.0,2025-10-16,INTERNAL
ADMIN-EXP-918,ADMIN-FUND-003,Travel,Transaction,Wright Group,2025-04-24,110632.89,EUR,Stuff build general her appear. Between whom remain all machine never develop.,19280,APPROVED,UNPAID,2025-04-24,,2025-04-24,2025-04-24,1.0,2025-04-24,INTERNAL
ADMIN-EXP-919,ADMIN-FUND-003,Travel,Fund,"Strickland, Jennings and Armstrong",2025-09-19,56948.44,EUR,Who speech one modern. Possible card occur knowledge bed particularly quickly.,69103,PENDING,PAID,2025-09-19,,2025-09-19,2025-09-19,1.0,2025-09-19,INTERNAL
ADMIN-EXP-920,ADMIN-FUND-003,Legal,Transaction,"Duffy, Ingram and Rogers",2025-06-12,63176.76,EUR,Bring act morning important success this ground. Hand economic exist player story often.,61980,APPROVED,PAID,2025-06-12,,2025-06-12,2025-06-12,1.0,2025-06-12,INTERNAL
ADMIN-EXP-921,ADMIN-FUND-003,Legal,Fund,Reynolds-Snow,2021-12-20,16961.94,EUR,Goal stop three stand carry question. Receive perform easy word.,79968,PAID,UNPAID,2021-12-20,,2021-12-20,2021-12-20,1.0,2021-12-20,INTERNAL
ADMIN-EXP-922,ADMIN-FUND-003,Audit,Transaction,"Jones, Arroyo and Johnson",2022-03-15,54986.08,EUR,Imagine mind teach explain part. Cell night interview loss fast could whatever forward.,22402,APPROVED,UNPAID,2022-03-15,,2022-03-15,2022-03-15,1.0,2022-03-15,INTERNAL
ADMIN-EXP-923,ADMIN-FUND-003,Other,Fund,Davis-Holden,2024-07-18,53135.46,EUR,Mr herself night. Cell peace outside police hot. Whose cup vote nothing movie officer necessary.,47830,APPROVED,PAID,2024-07-18,,2024-07-18,2024-07-18,1.0,2024-07-18,INTERNAL
ADMIN-EXP-924,ADMIN-FUND-003,Other,Transaction,Guzman-Fernandez,2024-03-27,109344.04,EUR,Draw authority set how marriage above range. Audience head night carry.,62429,PENDING,UNPAID,2024-03-27,,2024-03-27,2024-03-27,1.0,2024-03-27,INTERNAL
ADMIN-EXP-925,ADMIN-FUND-003,Other,Transaction,Johnson-Vargas,2020-11-23,65162.27,EUR,Last boy behavior whatever walk agency. Dream where minute our career much.,77733,APPROVED,UNPAID,2020-11-23,,2020-11-23,2020-11-23,1.0,2020-11-23,INTERNAL
ADMIN-EXP-926,ADMIN-FUND-003,Travel,Transaction,Haley Ltd,2025-09-29,95098.08,EUR,Plan analysis though rather. Conference change knowledge heart material.,13323,APPROVED,UNPAID,2025-09-29,,2025-09-29,2025-09-29,1.0,2025-09-29,INTERNAL
ADMIN-EXP-927,ADMIN-FUND-003,Other,Fund,Greene and Sons,2021-05-03,89635.07,EUR,Bar time kid start catch. Car bar wall direction.,68263,PENDING,PAID,2021-05-03,,2021-05-03,2021-05-03,1.0,2021-05-03,INTERNAL
ADMIN-EXP-928,ADMIN-FUND-003,Other,Transaction,"Nixon, Russell and Perez",2022-02-22,71697.92,EUR,Rise sense suggest student sister. Commercial over week trial whom.,50624,PAID,PAID,2022-02-22,,2022-02-22,2022-02-22,1.0,2022-02-22,INTERNAL
ADMIN-EXP-929,ADMIN-FUND-003,Audit,Fund,"Rowe, Short and Glass",2023-09-14,97845.07,EUR,Teach process tree ball reason. People early thing step whom. No more process develop several.,30110,PENDING,UNPAID,2023-09-14,,2023-09-14,2023-09-14,1.0,2023-09-14,INTERNAL
ADMIN-EXP-930,ADMIN-FUND-003,Other,Fund,Kaufman-York,2022-09-16,40363.16,EUR,Trip himself sea draw. Bag thousand loss reason popular get loss.,20255,APPROVED,UNPAID,2022-09-16,,2022-09-16,2022-09-16,1.0,2022-09-16,INTERNAL
ADMIN-EXP-931,ADMIN-FUND-003,Travel,Fund,Burgess-Wiley,2022-07-31,103740.34,EUR,Across writer huge job mention watch. Difference all machine let charge thought.,73124,PAID,UNPAID,2022-07-31,,2022-07-31,2022-07-31,1.0,2022-07-31,INTERNAL
ADMIN-EXP-932,ADMIN-FUND-003,Legal,Transaction,Moreno-Taylor,2023-05-06,14872.07,EUR,Prevent direction factor seven. Individual away business player.,57688,PAID,PAID,2023-05-06,,2023-05-06,2023-05-06,1.0,2023-05-06,INTERNAL
ADMIN-EXP-933,ADMIN-FUND-003,Travel,Transaction,Turner Inc,2023-02-18,60536.47,EUR,"Find yet movie mention none customer whether.
Relate itself in hope water.
Stay hotel ten never.",26422,APPROVED,PAID,2023-02-18,,2023-02-18,2023-02-18,1.0,2023-02-18,INTERNAL
ADMIN-EXP-934,ADMIN-FUND-003,Travel,Transaction,"Nguyen, Vazquez and Bryant",2023-08-20,16735.48,EUR,Information happen western fine at.,86997,PAID,PAID,2023-08-20,,2023-08-20,2023-08-20,1.0,2023-08-20,INTERNAL
ADMIN-EXP-935,ADMIN-FUND-003,Audit,Transaction,Ford-Larsen,2020-11-23,53600.21,EUR,Candidate become growth crime.,62513,APPROVED,UNPAID,2020-11-23,,2020-11-23,2020-11-23,1.0,2020-11-23,INTERNAL
